Year,State,County ANSI,Value,Type
2012,s31,c099,62,S
2011,s31,c073,62,S
2019,s19,c047,61.9,S
2018,s19,c075,61.9,S
2018,s19,c127,61.9,S
2017,s17,c135,61.9,S
2016,s18,c145,61.9,S
2016,s18,c007,61.9,S
2016,s19,c041,61.9,S
2016,s31,c057,61.9,S
2015,s31,c135,61.9,S
2014,s18,c157,61.9,S
2013,s31,c079,61.9,S
2012,s31,c029,61.9,S
2011,s17,c095,61.9,S
2010,s48,c195,61.9,S
2018,s18,c017,61.8,S
2018,s22,c107,61.8,S
2018,s31,c059,61.8,S
2017,s31,c011,61.8,S
2016,s18,c179,61.8,S
2016,s19,c013,61.8,S
2014,s18,c007,61.8,S
2014,s22,c067,61.8,S
2014,s31,c143,61.8,S
2010,s31,c019,61.8,S
2018,s19,c139,61.7,S
2018,s19,c047,61.7,S
2018,s22,c041,61.7,S
2018,s31,c071,61.7,S
2017,s19,c183,61.7,S
2016,s18,c063,61.7,S
2015,s27,c091,61.7,S
2015,s31,c115,61.7,S
2015,s31,c003,61.7,S
2014,s05,c041,61.7,S
2014,s31,c145,61.7,S
2011,s19,c045,61.7,S
2017,s17,c071,61.6,S
2017,s31,c159,61.6,S
2012,s51,c171,61.6,S
2019,s17,c135,61.5,S
2018,s19,c183,61.5,S
2018,s39,c137,61.5,S
2017,s22,c067,61.5,S
2017,s22,c123,61.5,S
2017,s31,c089,61.5,S
2016,s17,c135,61.5,S
2016,s18,c111,61.5,S
2016,s46,c011,61.5,S
2014,s31,c185,61.5,S
2014,s47,c107,61.5,S
2013,s31,c081,61.5,S
2010,s31,c029,61.5,S
2019,s17,c203,61.4,S
2017,s31,c163,61.4,S
2016,s17,c073,61.4,S
2016,s19,c111,61.4,S
2016,s27,c109,61.4,S
2016,s31,c159,61.4,S
2014,s17,c203,61.4,S
2014,s17,c045,61.4,S
2014,s18,c145,61.4,S
2014,s18,c045,61.4,S
2014,s31,c059,61.4,S
2018,s19,c149,61.3,S
2017,s17,c117,61.3,S
2017,s18,c159,61.3,S
2017,s19,c047,61.3,S
2016,s20,c189,61.3,S
2016,s27,c133,61.3,S
2015,s27,c043,61.3,S
2015,s31,c041,61.3,S
2015,s31,c111,61.3,S
2012,s31,c047,61.3,S
2012,s31,c081,61.3,S
2010,s31,c145,61.3,S
2018,s17,c149,61.2,S
2018,s18,c011,61.2,S
2016,s17,c099,61.2,S
2016,s19,c193,61.2,S
2016,s31,c055,61.2,S
2015,s17,c183,61.2,S
2015,s17,c037,61.2,S
2014,s39,c161,61.2,S
2013,s19,c167,61.2,S
2013,s31,c137,61.2,S
2018,s17,c037,61.1,S
2017,s31,c017,61.1,S
2017,s42,c071,61.1,S
2016,s18,c031,61.1,S
2016,s18,c181,61.1,S
2016,s19,c011,61.1,S
2016,s19,c097,61.1,S
2016,s27,c103,61.1,S
2016,s27,c157,61.1,S
2015,s05,c041,61.1,S
2015,s19,c163,61.1,S
2015,s19,c119,61.1,S
2015,s31,c023,61.1,S
2013,s18,c015,61.1,S
2012,s18,c159,61.1,S
2010,s20,c047,61.1,S
2010,s31,c047,61.1,S
2019,s17,c113,61,S
2019,s31,c163,61,S
2018,s17,c105,61,S
2018,s18,c179,61,S
2018,s19,c011,61,S
2017,s17,c173,61,S
2016,s19,c079,61,S
2016,s19,c091,61,S
2016,s19,c131,61,S
2016,s27,c161,61,S
2015,s19,c109,61,S
2015,s31,c125,61,S
2015,s31,c083,61,S
2015,s31,c101,61,S
2014,s17,c179,61,S
2013,s31,c093,61,S
2019,s18,c163,60.9,S
2019,s31,c095,60.9,S
2018,s31,c185,60.9,S
2018,s31,c015,60.9,S
2017,s18,c173,60.9,S
2017,s21,c191,60.9,S
2017,s27,c165,60.9,S
2016,s31,c153,60.9,S
2014,s05,c107,60.9,S
2011,s17,c085,60.9,S
2019,s19,c167,60.8,S
2018,s17,c093,60.8,S
2018,s31,c103,60.8,S
2017,s17,c099,60.8,S
2016,s17,c103,60.8,S
2016,s17,c195,60.8,S
2016,s18,c065,60.8,S
2016,s19,c139,60.8,S
2016,s27,c091,60.8,S
2013,s31,c143,60.8,S
2013,s31,c039,60.8,S
2019,s17,c061,60.7,S
2019,s18,c171,60.7,S
2018,s17,c053,60.7,S
2018,s17,c079,60.7,S
2018,s19,c099,60.7,S
2018,s19,c161,60.7,S
2018,s31,c167,60.7,S
2017,s31,c053,60.7,S
2017,s31,c141,60.7,S
2016,s31,c061,60.7,S
2015,s17,c143,60.7,S
2015,s17,c195,60.7,S
2015,s17,c167,60.7,S
2015,s19,c041,60.7,S
2015,s19,c161,60.7,S
2015,s47,c015,60.7,S
2014,s18,c063,60.7,S
2014,s18,c165,60.7,S
2014,s31,c137,60.7,S
2013,s31,c047,60.7,S
2019,s19,c127,60.6,S
2018,s18,c085,60.6,S
2018,s19,c119,60.6,S
2018,s22,c035,60.6,S
2018,s39,c003,60.6,S
2017,s31,c039,60.6,S
2016,s17,c105,60.6,S
2016,s17,c085,60.6,S
2016,s18,c121,60.6,S
2016,s19,c151,60.6,S
2016,s19,c155,60.6,S
2015,s05,c069,60.6,S
2015,s27,c039,60.6,S
2015,s31,c159,60.6,S
2015,s42,c071,60.6,S
2015,s47,c121,60.6,S
2013,s22,c035,60.6,S
2011,s17,c073,60.6,S
2019,s19,c163,60.5,S
2019,s22,c035,60.5,S
2018,s17,c121,60.5,S
2018,s17,c161,60.5,S
2018,s18,c095,60.5,S
2018,s22,c123,60.5,S
2017,s19,c099,60.5,S
2017,s19,c087,60.5,S
2016,s17,c053,60.5,S
2016,s19,c031,60.5,S
2016,s19,c069,60.5,S
2016,s19,c165,60.5,S
2016,s39,c057,60.5,S
2015,s17,c103,60.5,S
2015,s17,c187,60.5,S
2015,s19,c075,60.5,S
2014,s17,c123,60.5,S
2014,s31,c035,60.5,S
2013,s42,c071,60.5,S
2011,s17,c203,60.5,S
2010,s17,c021,60.5,S
2019,s31,c027,60.4,S
2018,s18,c181,60.4,S
2018,s39,c037,60.4,S
2017,s17,c203,60.4,S
2017,s19,c109,60.4,S
2017,s19,c027,60.4,S
2017,s21,c231,60.4,S
2017,s21,c225,60.4,S
2016,s17,c137,60.4,S
2016,s19,c105,60.4,S
2016,s19,c057,60.4,S
2016,s27,c049,60.4,S
2016,s31,c017,60.4,S
2016,s46,c079,60.4,S
2016,s55,c025,60.4,S
2016,s55,c027,60.4,S
2015,s17,c179,60.4,S
2014,s17,c029,60.4,S
2014,s17,c099,60.4,S
2014,s17,c015,60.4,S
2014,s19,c167,60.4,S
2013,s31,c141,60.4,S
2012,s31,c111,60.4,S
2011,s17,c037,60.4,S
2011,s19,c105,60.4,S
2010,s17,c115,60.4,S
2010,s17,c167,60.4,S
2018,s17,c007,60.3,S
2018,s17,c009,60.3,S
2018,s18,c001,60.3,S
2018,s18,c165,60.3,S
2018,s47,c051,60.3,S
2017,s19,c139,60.3,S
2017,s21,c059,60.3,S
2017,s21,c015,60.3,S
2016,s19,c099,60.3,S
2016,s39,c047,60.3,S
2015,s31,c053,60.3,S
2014,s18,c067,60.3,S
2014,s18,c109,60.3,S
2011,s17,c177,60.3,S
2010,s31,c121,60.3,S
2019,s17,c109,60.2,S
2019,s19,c061,60.2,S
2018,s17,c071,60.2,S
2018,s18,c063,60.2,S
2018,s19,c179,60.2,S
2017,s17,c137,60.2,S
2017,s28,c133,60.2,S
2016,s19,c015,60.2,S
2016,s19,c019,60.2,S
2016,s19,c021,60.2,S
2016,s31,c021,60.2,S
2015,s17,c011,60.2,S
2015,s17,c141,60.2,S
2015,s17,c021,60.2,S
2015,s19,c093,60.2,S
2015,s20,c181,60.2,S
2014,s17,c129,60.2,S
2014,s17,c141,60.2,S
2014,s18,c011,60.2,S
2019,s17,c083,60.1,S
2019,s31,c037,60.1,S
2018,s17,c027,60.1,S
2018,s19,c171,60.1,S
2018,s19,c105,60.1,S
2017,s17,c123,60.1,S
2017,s17,c057,60.1,S
2017,s19,c071,60.1,S
2017,s31,c003,60.1,S
2016,s46,c099,60.1,S
2015,s17,c123,60.1,S
2015,s17,c023,60.1,S
2015,s19,c149,60.1,S
2015,s27,c103,60.1,S
2015,s27,c161,60.1,S
2014,s28,c125,60.1,S
2011,s31,c061,60.1,S
2010,s31,c079,60.1,S
2019,s31,c089,60,S
2018,s31,c027,60,S
2017,s17,c131,60,S
2016,s17,c143,60,S
2016,s18,c057,60,S
2016,s18,c161,60,S
2016,s18,c017,60,S
2016,s19,c113,60,S
2016,s39,c061,60,S
2015,s17,c129,60,S
2015,s17,c155,60,S
2015,s17,c017,60,S
2014,s17,c037,60,S
2014,s18,c081,60,S
2014,s22,c029,60,S
2012,s42,c055,60,S
2019,s17,c141,59.9,S
2019,s31,c093,59.9,S
2018,s17,c169,59.9,S
2018,s19,c103,59.9,S
2018,s19,c141,59.9,S
2018,s28,c125,59.9,S
2018,s39,c135,59.9,S
2017,s19,c189,59.9,S
2016,s17,c131,59.9,S
2016,s19,c083,59.9,S
2016,s19,c023,59.9,S
2016,s55,c049,59.9,S
2015,s17,c177,59.9,S
2015,s19,c089,59.9,S
2015,s39,c057,59.9,S
2014,s17,c011,59.9,S
2013,s31,c121,59.9,S
2011,s17,c141,59.9,S
2010,s18,c015,59.9,S
2010,s31,c185,59.9,S
2010,s48,c357,59.9,S
2019,s05,c041,59.8,S
2018,s05,c001,59.8,S
2018,s18,c161,59.8,S
2018,s39,c065,59.8,S
2018,s47,c015,59.8,S
2016,s19,c045,59.8,S
2016,s22,c035,59.8,S
2016,s27,c169,59.8,S
2016,s31,c023,59.8,S
2016,s39,c023,59.8,S
2015,s19,c143,59.8,S
2015,s27,c013,59.8,S
2014,s13,c287,59.8,S
2011,s19,c075,59.8,S
2019,s17,c103,59.7,S
2018,s18,c127,59.7,S
2018,s19,c123,59.7,S
2018,s28,c053,59.7,S
2018,s28,c083,59.7,S
2018,s31,c077,59.7,S
2018,s39,c033,59.7,S
2018,s39,c109,59.7,S
2017,s18,c007,59.7,S
2017,s19,c083,59.7,S
2017,s19,c045,59.7,S
2017,s19,c143,59.7,S
2017,s20,c081,59.7,S
2017,s21,c021,59.7,S
2016,s19,c147,59.7,S
2016,s31,c053,59.7,S
2016,s55,c015,59.7,S
2015,s17,c109,59.7,S
2015,s19,c131,59.7,S
2015,s39,c061,59.7,S
2014,s17,c155,59.7,S
2014,s18,c139,59.7,S
2014,s19,c163,59.7,S
2014,s39,c135,59.7,S
2011,s31,c169,59.7,S
2010,s17,c039,59.7,S
2018,s31,c055,59.6,S
2018,s31,c003,59.6,S
2017,s19,c031,59.6,S
2017,s19,c061,59.6,S
2017,s19,c149,59.6,S
2017,s19,c057,59.6,S
2017,s27,c091,59.6,S
2016,s19,c029,59.6,S
2016,s29,c127,59.6,S
2016,s31,c051,59.6,S
2016,s31,c111,59.6,S
2015,s17,c173,59.6,S
2015,s19,c081,59.6,S
2015,s19,c021,59.6,S
2015,s31,c039,59.6,S
2014,s18,c095,59.6,S
2014,s31,c169,59.6,S
2013,s17,c037,59.6,S
2011,s17,c103,59.6,S
2010,s19,c075,59.6,S
2019,s17,c045,59.5,S
2019,s19,c045,59.5,S
2019,s39,c119,59.5,S
2018,s05,c041,59.5,S
2018,s17,c051,59.5,S
2018,s18,c075,59.5,S
2018,s19,c193,59.5,S
2017,s18,c031,59.5,S
2017,s18,c161,59.5,S
2017,s19,c171,59.5,S
2017,s19,c013,59.5,S
2017,s31,c129,59.5,S
2015,s17,c105,59.5,S
2015,s19,c147,59.5,S
2015,s31,c051,59.5,S
2014,s18,c057,59.5,S
2013,s31,c089,59.5,S
2011,s17,c175,59.5,S
2011,s17,c007,59.5,S
2011,s55,c065,59.5,S
2010,s31,c143,59.5,S
2019,s55,c065,59.4,S
2018,s18,c053,59.4,S
2018,s22,c065,59.4,S
2017,s17,c103,59.4,S
2017,s27,c043,59.4,S
2016,s18,c035,59.4,S
2016,s18,c045,59.4,S
2016,s39,c069,59.4,S
2016,s46,c039,59.4,S
2015,s17,c073,59.4,S
2015,s19,c127,59.4,S
2015,s19,c189,59.4,S
2015,s19,c195,59.4,S
2015,s19,c017,59.4,S
2012,s22,c035,59.4,S
2011,s17,c161,59.4,S
2019,s17,c139,59.3,S
2019,s19,c161,59.3,S
2018,s17,c001,59.3,S
2018,s19,c083,59.3,S
2016,s18,c053,59.3,S
2016,s19,c001,59.3,S
2016,s20,c175,59.3,S
2016,s27,c033,59.3,S
2016,s31,c155,59.3,S
2015,s17,c131,59.3,S
2014,s18,c001,59.3,S
2014,s28,c083,59.3,S
2011,s17,c099,59.3,S
2010,s55,c043,59.3,S
2018,s18,c177,59.2,S
2018,s18,c169,59.2,S
2018,s39,c063,59.2,S
2017,s17,c177,59.2,S
2017,s19,c097,59.2,S
2017,s19,c077,59.2,S
2017,s21,c155,59.2,S
2017,s47,c185,59.2,S
2016,s17,c125,59.2,S
2016,s27,c047,59.2,S
2016,s27,c147,59.2,S
2016,s55,c093,59.2,S
2015,s19,c045,59.2,S
2014,s17,c137,59.2,S
2010,s31,c035,59.2,S
2018,s39,c091,59.1,S
2017,s17,c011,59.1,S
2017,s18,c081,59.1,S
2017,s42,c097,59.1,S
2017,s51,c113,59.1,S
2016,s17,c075,59.1,S
2016,s17,c111,59.1,S
2016,s19,c123,59.1,S
2016,s31,c063,59.1,S
2015,s19,c061,59.1,S
2015,s31,c071,59.1,S
2014,s17,c103,59.1,S
2014,s22,c123,59.1,S
2011,s19,c043,59.1,S
2011,s19,c061,59.1,S
2018,s18,c111,59,S
2018,s18,c047,59,S
2018,s18,c037,59,S
2018,s19,c027,59,S
2017,s18,c147,59,S
2017,s19,c043,59,S
2017,s19,c115,59,S
2017,s21,c091,59,S
2017,s22,c041,59,S
2016,s17,c035,59,S
2016,s28,c151,59,S
2016,s31,c119,59,S
2015,s19,c197,59,S
2015,s27,c165,59,S
2015,s31,c027,59,S
2014,s22,c083,59,S
2014,s42,c071,59,S
2012,s17,c015,59,S
2011,s55,c043,59,S
2019,s19,c009,58.9,S
2019,s28,c151,58.9,S
2018,s17,c089,58.9,S
2018,s17,c111,58.9,S
2018,s27,c161,58.9,S
2017,s17,c093,58.9,S
2017,s17,c073,58.9,S
2017,s19,c063,58.9,S
2017,s21,c199,58.9,S
2016,s18,c075,58.9,S
2016,s27,c083,58.9,S
2016,s39,c045,58.9,S
2016,s39,c097,58.9,S
2016,s39,c161,58.9,S
2016,s39,c107,58.9,S
2016,s55,c105,58.9,S
2015,s19,c033,58.9,S
2015,s19,c183,58.9,S
2014,s31,c019,58.9,S
2014,s39,c011,58.9,S
2013,s18,c017,58.9,S
2013,s42,c075,58.9,S
2010,s17,c015,58.9,S
2010,s31,c001,58.9,S
2019,s17,c175,58.8,S
2019,s18,c133,58.8,S
2019,s19,c035,58.8,S
2019,s19,c027,58.8,S
2018,s19,c043,58.8,S
2018,s31,c159,58.8,S
2018,s31,c107,58.8,S
2017,s17,c105,58.8,S
2017,s18,c181,58.8,S
2017,s21,c163,58.8,S
2017,s21,c101,58.8,S
2017,s24,c021,58.8,S
2017,s28,c125,58.8,S
2017,s29,c195,58.8,S
2017,s31,c077,58.8,S
2017,s31,c125,58.8,S
2016,s18,c133,58.8,S
2016,s19,c197,58.8,S
2016,s27,c013,58.8,S
2016,s31,c043,58.8,S
2016,s55,c047,58.8,S
2015,s31,c179,58.8,S
2014,s17,c049,58.8,S
2012,s18,c001,58.8,S
2011,s17,c187,58.8,S
2019,s18,c015,58.7,S
2019,s19,c165,58.7,S
2019,s42,c029,58.7,S
2018,s31,c121,58.7,S
2017,s17,c195,58.7,S
2017,s27,c133,58.7,S
2016,s17,c201,58.7,S
2016,s18,c177,58.7,S
2016,s18,c001,58.7,S
2016,s19,c049,58.7,S
2016,s19,c027,58.7,S
2016,s27,c139,58.7,S
2016,s27,c163,58.7,S
2016,s27,c039,58.7,S
2014,s17,c195,58.7,S
2014,s31,c017,58.7,S
2014,s47,c123,58.7,S
2013,s22,c123,58.7,S
2013,s31,c113,58.7,S
2012,s18,c067,58.7,S
2010,s17,c095,58.7,S
2019,s39,c009,58.6,S
2018,s17,c013,58.6,S
2018,s31,c039,58.6,S
2018,s39,c047,58.6,S
2017,s17,c161,58.6,S
2017,s17,c169,58.6,S
2016,s19,c033,58.6,S
2016,s39,c159,58.6,S
2016,s46,c127,58.6,S
2015,s17,c053,58.6,S
2015,s17,c035,58.6,S
2015,s27,c047,58.6,S
2014,s17,c105,58.6,S
2014,s18,c161,58.6,S
2010,s31,c101,58.6,S
2019,s17,c187,58.5,S
2019,s18,c107,58.5,S
2019,s19,c155,58.5,S
2019,s42,c075,58.5,S
2018,s17,c025,58.5,S
2018,s17,c063,58.5,S
2018,s18,c069,58.5,S
2018,s19,c069,58.5,S
2018,s21,c183,58.5,S
2018,s36,c123,58.5,S
2017,s18,c057,58.5,S
2017,s18,c015,58.5,S
2017,s18,c051,58.5,S
2017,s20,c043,58.5,S
2016,s18,c135,58.5,S
2016,s19,c063,58.5,S
2016,s27,c165,58.5,S
2016,s31,c139,58.5,S
2016,s55,c039,58.5,S
2016,s55,c055,58.5,S
2015,s18,c171,58.5,S
2015,s19,c155,58.5,S
2015,s19,c047,58.5,S
2015,s27,c019,58.5,S
2015,s31,c011,58.5,S
2015,s31,c107,58.5,S
2014,s05,c043,58.5,S
2014,s13,c205,58.5,S
2014,s42,c119,58.5,S
2013,s18,c067,58.5,S
2013,s18,c107,58.5,S
2011,s17,c109,58.5,S
2010,s17,c113,58.5,S
2018,s19,c013,58.4,S
2018,s47,c073,58.4,S
2017,s28,c015,58.4,S
2016,s19,c169,58.4,S
2016,s19,c187,58.4,S
2016,s19,c191,58.4,S
2016,s19,c077,58.4,S
2016,s39,c051,58.4,S
2015,s21,c057,58.4,S
2015,s31,c093,58.4,S
2014,s18,c005,58.4,S
2014,s31,c099,58.4,S
2019,s17,c117,58.3,S
2019,s19,c137,58.3,S
2019,s28,c083,58.3,S
2019,s28,c125,58.3,S
2019,s31,c167,58.3,S
2018,s18,c091,58.3,S
2018,s19,c045,58.3,S
2018,s19,c125,58.3,S
2018,s21,c149,58.3,S
2018,s39,c175,58.3,S
2017,s18,c027,58.3,S
2016,s27,c037,58.3,S
2016,s31,c177,58.3,S
2016,s31,c027,58.3,S
2016,s31,c095,58.3,S
2016,s39,c037,58.3,S
2015,s05,c079,58.3,S
2015,s19,c097,58.3,S
2014,s17,c053,58.3,S
2014,s17,c063,58.3,S
2014,s18,c059,58.3,S
2013,s31,c111,58.3,S
2012,s31,c101,58.3,S
2011,s31,c181,58.3,S
2018,s18,c135,58.2,S
2018,s18,c003,58.2,S
2018,s19,c157,58.2,S
2018,s28,c055,58.2,S
2018,s31,c179,58.2,S
2017,s19,c151,58.2,S
2017,s19,c165,58.2,S
2016,s05,c003,58.2,S
2016,s17,c049,58.2,S
2016,s19,c195,58.2,S
2016,s19,c085,58.2,S
2016,s27,c099,58.2,S
2016,s27,c081,58.2,S
2016,s28,c125,58.2,S
2015,s17,c045,58.2,S
2015,s17,c161,58.2,S
2015,s27,c099,58.2,S
2015,s27,c133,58.2,S
2014,s18,c041,58.2,S
2013,s17,c147,58.2,S
2012,s20,c069,58.2,S
2010,s17,c175,58.2,S
2019,s31,c179,58.1,S
2019,s42,c087,58.1,S
2019,s42,c009,58.1,S
2018,s19,c097,58.1,S
2018,s19,c115,58.1,S
2018,s36,c099,58.1,S
2017,s19,c193,58.1,S
2017,s20,c189,58.1,S
2017,s21,c049,58.1,S
2016,s17,c079,58.1,S
2016,s17,c149,58.1,S
2016,s19,c179,58.1,S
2016,s27,c019,58.1,S
2015,s13,c205,58.1,S
2015,s17,c007,58.1,S
2015,s17,c099,58.1,S
2015,s17,c137,58.1,S
2015,s19,c063,58.1,S
2015,s27,c049,58.1,S
2015,s47,c133,58.1,S
2013,s31,c011,58.1,S
2011,s17,c011,58.1,S
2010,s17,c179,58.1,S
2010,s17,c007,58.1,S
2010,s31,c099,58.1,S
2019,s05,c001,58,S
2019,s21,c049,58,S
2019,s36,c107,58,S
2019,s55,c105,58,S
2018,s39,c057,58,S
2017,s18,c023,58,S
2017,s19,c091,58,S
2017,s27,c013,58,S
2017,s29,c145,58,S
2016,s17,c063,58,S
2016,s17,c161,58,S
2016,s18,c183,58,S
2016,s39,c119,58,S
2016,s55,c021,58,S
2016,s55,c133,58,S
2015,s19,c067,58,S
2015,s19,c151,58,S
2015,s19,c027,58,S
2015,s20,c023,58,S
2015,s27,c147,58,S
2015,s31,c077,58,S
2014,s17,c021,58,S
2014,s17,c117,58,S
2014,s22,c025,58,S
2014,s31,c159,58,S
2013,s42,c095,58,S
2011,s17,c143,58,S
2010,s17,c029,58,S
2019,s19,c011,57.9,S
2018,s18,c139,57.9,S
2018,s21,c215,57.9,S
2017,s19,c169,57.9,S
2017,s19,c187,57.9,S
2017,s19,c197,57.9,S
2016,s17,c171,57.9,S
2016,s18,c163,57.9,S
2016,s22,c041,57.9,S
2016,s27,c131,57.9,S
2015,s19,c099,57.9,S
2015,s19,c171,57.9,S
2015,s27,c139,57.9,S
2014,s17,c175,57.9,S
2014,s18,c133,57.9,S
2013,s17,c015,57.9,S
2013,s18,c159,57.9,S
2013,s19,c119,57.9,S
2013,s31,c185,57.9,S
2011,s19,c171,57.9,S
2011,s19,c065,57.9,S
2019,s31,c119,57.8,S
2018,s17,c197,57.8,S
2018,s19,c165,57.8,S
2018,s39,c097,57.8,S
2018,s39,c027,57.8,S
2017,s05,c079,57.8,S
2017,s19,c147,57.8,S
2017,s19,c161,57.8,S
2016,s17,c071,57.8,S
2016,s18,c041,57.8,S
2016,s19,c061,57.8,S
2016,s19,c137,57.8,S
2016,s20,c097,57.8,S
2016,s27,c045,57.8,S
2016,s39,c021,57.8,S
2015,s19,c069,57.8,S
2015,s19,c009,57.8,S
2015,s31,c155,57.8,S
2015,s31,c119,57.8,S
2015,s31,c065,57.8,S
2014,s18,c129,57.8,S
2014,s28,c133,57.8,S
2014,s31,c011,57.8,S
2014,s31,c073,57.8,S
2013,s17,c045,57.8,S
2013,s31,c099,57.8,S
2013,s42,c077,57.8,S
2012,s24,c021,57.8,S
2010,s31,c093,57.8,S
2010,s31,c073,57.8,S
2019,s31,c169,57.7,S
2018,s19,c113,57.7,S
2018,s19,c107,57.7,S
2017,s17,c149,57.7,S
2017,s19,c059,57.7,S
2017,s28,c051,57.7,S
2017,s31,c119,57.7,S
2016,s27,c117,57.7,S
2016,s31,c025,57.7,S
2016,s39,c129,57.7,S
2015,s13,c027,57.7,S
2015,s19,c023,57.7,S
2015,s19,c019,57.7,S
2014,s05,c073,57.7,S
2014,s20,c013,57.7,S
2014,s31,c153,57.7,S
2014,s31,c003,57.7,S
2013,s17,c113,57.7,S
2013,s31,c059,57.7,S
2010,s18,c159,57.7,S
2018,s18,c039,57.6,S
2017,s18,c145,57.6,S
2017,s19,c011,57.6,S
2017,s19,c041,57.6,S
2016,s18,c069,57.6,S
2016,s27,c101,57.6,S
2016,s46,c135,57.6,S
2014,s42,c029,57.6,S
2013,s17,c107,57.6,S
2013,s20,c013,57.6,S
2010,s17,c107,57.6,S
2010,s55,c025,57.6,S
2019,s05,c043,57.5,S
2018,s18,c049,57.5,S
2018,s39,c129,57.5,S
2017,s19,c025,57.5,S
2017,s21,c209,57.5,S
2017,s21,c001,57.5,S
2017,s24,c029,57.5,S
2017,s29,c107,57.5,S
2016,s17,c173,57.5,S
2016,s19,c157,57.5,S
2016,s19,c067,57.5,S
2016,s19,c145,57.5,S
2015,s19,c115,57.5,S
2015,s31,c167,57.5,S
2014,s17,c187,57.5,S
2014,s19,c045,57.5,S
2014,s31,c141,57.5,S
2013,s17,c063,57.5,S
2013,s20,c043,57.5,S
2011,s17,c089,57.5,S
2011,s17,c155,57.5,S
2011,s19,c055,57.5,S
2011,s31,c093,57.5,S
2010,s31,c083,57.5,S
2019,s17,c093,57.4,S
2019,s17,c011,57.4,S
2019,s19,c109,57.4,S
2018,s17,c189,57.4,S
2018,s18,c009,57.4,S
2018,s18,c133,57.4,S
2018,s21,c225,57.4,S
2018,s27,c039,57.4,S
2018,s36,c021,57.4,S
2017,s18,c137,57.4,S
2017,s19,c081,57.4,S
2017,s31,c113,57.4,S
2017,s47,c031,57.4,S
2016,s18,c169,57.4,S
2016,s19,c095,57.4,S
2016,s19,c051,57.4,S
2016,s20,c151,57.4,S
2016,s27,c143,57.4,S
2015,s17,c089,57.4,S
2015,s18,c031,57.4,S
2015,s39,c141,57.4,S
2015,s47,c089,57.4,S
2014,s17,c007,57.4,S
2014,s17,c135,57.4,S
2014,s31,c111,57.4,S
2014,s42,c075,57.4,S
2014,s55,c065,57.4,S
2013,s18,c023,57.4,S
2012,s28,c151,57.4,S
2011,s31,c143,57.4,S
2010,s17,c041,57.4,S
2010,s18,c161,57.4,S
2010,s19,c127,57.4,S
2019,s29,c195,57.3,S
2019,s31,c139,57.3,S
2018,s19,c017,57.3,S
2018,s27,c157,57.3,S
2018,s28,c027,57.3,S
2018,s31,c053,57.3,S
2018,s31,c139,57.3,S
2017,s17,c063,57.3,S
2016,s19,c135,57.3,S
2016,s55,c111,57.3,S
2015,s17,c071,57.3,S
2015,s18,c129,57.3,S
2015,s31,c063,57.3,S
2014,s17,c143,57.3,S
2014,s28,c011,57.3,S
2014,s31,c183,57.3,S
2013,s19,c141,57.3,S
2013,s31,c019,57.3,S
2011,s17,c179,57.3,S
2011,s19,c011,57.3,S
2010,s17,c037,57.3,S
2010,s55,c065,57.3,S
2019,s05,c079,57.2,S
2019,s19,c105,57.2,S
2019,s29,c107,57.2,S
2019,s42,c011,57.2,S
2018,s19,c019,57.2,S
2018,s19,c143,57.2,S
2018,s21,c155,57.2,S
2018,s39,c171,57.2,S
2017,s17,c155,57.2,S
2017,s19,c079,57.2,S
2017,s19,c009,57.2,S
2016,s19,c053,57.2,S
2016,s19,c087,57.2,S
2015,s19,c029,57.2,S
2015,s19,c165,57.2,S
2014,s13,c321,57.2,S
2014,s17,c023,57.2,S
2014,s17,c073,57.2,S
2014,s17,c177,57.2,S
2014,s31,c121,57.2,S
2013,s17,c175,57.2,S
2013,s19,c061,57.2,S
2013,s31,c101,57.2,S
2012,s17,c187,57.2,S
2018,s18,c059,57.1,S
2018,s20,c083,57.1,S
2018,s39,c023,57.1,S
2017,s17,c075,57.1,S
2017,s17,c009,57.1,S
2017,s19,c153,57.1,S
2017,s19,c133,57.1,S
2017,s28,c027,57.1,S
2017,s31,c167,57.1,S
2017,s39,c057,57.1,S
2016,s18,c127,57.1,S
2016,s19,c121,57.1,S
2016,s19,c107,57.1,S
2016,s31,c065,57.1,S
2016,s39,c113,57.1,S
2016,s46,c057,57.1,S
2015,s27,c105,57.1,S
2014,s17,c075,57.1,S
2014,s17,c089,57.1,S
2014,s17,c095,57.1,S
2014,s18,c117,57.1,S
2014,s22,c077,57.1,S
2014,s39,c037,57.1,S
2014,s42,c011,57.1,S
2013,s17,c029,57.1,S
2013,s21,c001,57.1,S
2013,s31,c041,57.1,S
2011,s19,c113,57.1,S
2011,s31,c129,57.1,S
2019,s28,c011,57,S
2019,s37,c089,57,S
2019,s39,c069,57,S
2018,s18,c035,57,S
2018,s18,c041,57,S
2018,s28,c011,57,S
2018,s31,c169,57,S
2017,s19,c069,57,S
2017,s19,c155,57,S
2017,s22,c083,57,S
2017,s42,c075,57,S
2017,s47,c051,57,S
2017,s55,c065,57,S
2016,s39,c027,57,S
2015,s05,c043,57,S
2015,s31,c061,57,S
2015,s47,c051,57,S
2014,s17,c131,57,S
2014,s39,c113,57,S
2014,s47,c137,57,S
2014,s47,c121,57,S
2013,s13,c027,57,S
2013,s17,c139,57,S
2013,s17,c089,57,S
2013,s17,c167,57,S
2013,s18,c179,57,S
